doc_id,coder_id,flag,ATT,SN,PBC,SAT,BI
df55704a494f6716,coder_04,0,1,0,1,0,1
a14753f2981f0a64,coder_04,0,1,0,1,1,0
ad516d7560cf85d2,coder_04,1,1,0,1,1,0
8ce68d41db6a63f7,coder_04,0,1,0,1,1,0
a93593403079284d,coder_04,0,1,0,1,1,0
02179e601a8b6759,coder_04,0,1,0,0,1,0
a130352847cefa08,coder_04,0,1,1,1,1,0
003e9e28e07099b1,coder_04,0,1,0,1,0,1
2197c216e2c6cd0c,coder_04,0,1,0,1,1,0
587e34bbcdef9442,coder_04,0,1,0,1,1,1
d52b6cf8ef3b4a62,coder_04,1,1,0,1,0,0
a93b8cdf1ecb82a7,coder_04,1,1,1,1,1,1
ec3444b55485bba5,coder_04,0,1,0,1,1,1
0f86d5d3ec97b8cc,coder_04,0,1,0,0,1,0
030978aa0e1a51a0,coder_04,0,1,0,0,1,1
d452265f06cabae0,coder_04,0,1,1,1,1,1
b4019d5acb466522,coder_04,0,1,1,1,1,1
95b10c65994e8a5c,coder_04,0,1,1,1,1,0
b78299b18bd704ab,coder_04,0,1,0,1,1,0
e3d2a7ce3ffb85a7,coder_04,0,1,0,1,1,1
44e1b2f91eeaab8a,coder_04,0,1,0,1,1,1
6b1ad46dd8b84357,coder_04,0,1,0,1,1,0
08a746c571990f26,coder_04,0,1,1,0,1,0
89259700a8431f59,coder_04,0,1,0,0,1,1
2b51ec0af4a944c4,coder_04,0,1,0,1,1,1
f4b0a80f11465680,coder_04,0,1,1,1,1,0
947a0f839c2880fc,coder_04,0,1,0,1,1,1
ae2a70482d759436,coder_04,0,1,0,1,1,0
ead8b10fec8ba81d,coder_04,0,1,0,1,1,0
157226c5db056386,coder_04,0,1,0,1,1,0
64804e8210de0e09,coder_04,0,1,0,1,1,0
e907ee7342d795be,coder_04,0,1,0,1,1,1
d37aeb384e0e6645,coder_04,0,1,0,1,1,0
de183aa703cfc176,coder_04,0,1,0,0,1,0
76e376ae80698235,coder_04,0,1,1,1,1,0
759ecc798b6c8129,coder_04,0,1,0,0,1,0
9f40ed971b70aff0,coder_04,0,1,1,1,1,1
a5dfe25af9c62ea6,coder_04,0,1,0,1,1,1
291b71ecfb5da047,coder_04,1,1,0,0,0,0
b316776b79830b28,coder_04,0,1,0,1,1,0
1803225cfd93e040,coder_04,0,1,1,0,1,0
8eea54e37936b266,coder_04,0,1,0,1,1,1
2a60d60c8e4ad553,coder_04,1,1,1,1,1,1
f42b9e6503bd9da8,coder_04,0,1,0,1,1,1
a6af5eb2b68c91a0,coder_04,0,1,0,0,1,0
24cc98c9f10b68d1,coder_04,0,1,0,1,0,1
0e72af0aacecd747,coder_04,0,1,0,0,1,0
0132861d036dd8fc,coder_04,0,1,1,1,1,0
82fce0bcbd272843,coder_04,0,1,0,1,1,1
633c2a3da82a6366,coder_04,0,1,1,1,1,1
7e8bc733bcaebccc,coder_04,1,0,1,0,0,0
b1844a6bf275e2ba,coder_04,1,1,0,1,1,1
abe03cc56c7a33ec,coder_04,0,1,0,1,1,1
526e972a161b57e8,coder_04,0,1,1,1,0,0
a23b38d249b450d9,coder_04,0,1,1,1,1,0
9b08aca7358e6c91,coder_04,1,1,1,1,1,0
a21687854ada7fcd,coder_04,0,1,1,1,1,1
a643ddbae76fab0f,coder_04,0,1,0,0,1,0
45412b48bd2b0dcf,coder_04,0,1,0,0,1,0
ed3bd9bbfc466f8a,coder_04,0,1,0,0,1,0
77e96e084642b034,coder_04,0,1,1,1,1,0
69e602815e0737e1,coder_04,1,1,0,1,1,1
8cbcb667cb69f7c7,coder_04,0,1,1,1,0,1
8ca9605024cde9a9,coder_04,0,1,0,1,1,0
091b61942dffb784,coder_04,0,1,0,1,0,1
7ab168a2238884e7,coder_04,0,1,0,0,1,0
4a9659679d39e894,coder_04,0,1,1,0,1,0
1697fa2d01e47577,coder_04,0,1,1,1,1,0
8b58989bf06720be,coder_04,0,1,0,1,0,1
6b363273c71304f6,coder_04,0,1,1,1,0,0
b624f4ff10243771,coder_04,0,1,0,1,0,0
80219744f5c5fbb2,coder_04,0,1,1,0,0,0
c6cbe07a2c8522c4,coder_04,0,1,0,1,0,0
845a24e46ce951ae,coder_04,0,1,0,1,0,1
c8a89061b4d5536a,coder_04,0,1,0,0,0,1
3475ce6a61307eff,coder_04,0,1,1,1,0,0
932cc2857a0472f6,coder_04,0,1,1,0,0,0
0eff9422bdf9d817,coder_04,0,1,0,0,0,0
27647753b6914f91,coder_04,0,1,0,0,1,1
058136ae8c747e7f,coder_04,0,1,0,1,0,1
b9f6c3aec8864788,coder_04,0,1,1,1,0,0
1fc2e275babe7597,coder_04,0,1,1,0,1,0
e5c0145e2c7f4458,coder_04,0,1,0,1,0,0
1820f020d783829f,coder_04,0,1,0,1,1,1
e7f141d635aca699,coder_04,0,1,1,0,1,0
a353632fe49178b0,coder_04,0,1,0,1,0,1
5ae158ebaf52a027,coder_04,0,1,0,0,0,0
2623ec5fa72e48c6,coder_04,0,1,0,1,1,0
9ec854b8817bd88d,coder_04,0,1,1,0,1,0
890adb56993efc6c,coder_04,1,1,1,0,0,0
2def5fe7ceeebf27,coder_04,1,0,0,1,0,0
7ac67c2aeff0c453,coder_04,0,1,0,1,0,1
3e1d8d12f033a427,coder_04,0,1,0,1,1,0
80eaf6e80a9757fe,coder_04,0,1,0,0,1,0
40648751a1ac4f2b,coder_04,0,1,0,1,1,0
7f629dce7f63d035,coder_04,0,1,0,1,0,0
ce44ef4c9c5ccb79,coder_04,0,1,1,1,0,0
009b07cd5ea86ceb,coder_04,1,1,1,0,1,0
6ffa16b437af481e,coder_04,0,1,0,1,0,1
c89d28227fe55c25,coder_04,0,1,0,0,0,0
dd95d41ef305e027,coder_04,0,0,0,0,0,0
aac75dafdb8e1f58,coder_04,0,1,0,1,1,0
b6422a283e528704,coder_04,0,1,0,0,0,0
397dde981772345c,coder_04,1,1,0,1,1,1
d843c4cf3d44295a,coder_04,0,1,0,1,0,0
48749ba9e32ddf25,coder_04,0,1,1,1,1,1
56c75fff900bfb8e,coder_04,1,1,1,0,1,0
8e6cdf2d2569a510,coder_04,0,1,1,0,0,1
8d55973d900811b5,coder_04,0,1,0,1,0,0
0b7cb37a968a4dfa,coder_04,0,1,0,1,1,1
284db35bd4329940,coder_04,0,1,1,0,1,0
0a08a1cac37b683a,coder_04,0,1,1,0,0,0
7b1f4921a5853779,coder_04,0,1,0,1,0,0
6a19289c3b300da7,coder_04,1,1,0,0,0,0
10967c36bf1c2575,coder_05,0,1,0,1,0,0
8a0c01693a06078e,coder_05,0,1,1,1,0,0
6b74a4410b565773,coder_05,0,1,0,1,0,0
80d2dc8fa02b035b,coder_05,0,1,0,1,0,1
e1c011e1c5824e2b,coder_05,0,1,0,1,0,1
595ae6c2ab317dd3,coder_05,0,1,0,1,0,0
f18e70af293c09d8,coder_05,0,1,0,1,0,0
ecfca42fecaa5dd8,coder_05,0,1,1,1,0,1
af424282153ec41c,coder_05,0,1,1,1,0,0
10c95b2b8ff1ace0,coder_05,0,1,0,1,0,0
4304de03891fe91e,coder_05,0,1,0,1,0,0
a00eec23dece34e7,coder_05,0,1,0,1,0,0
7e367c1c14cbf662,coder_05,0,1,1,1,0,0
7da7e72218c1dd7e,coder_05,0,1,0,1,0,0
fae669db48c269d1,coder_05,0,1,1,1,0,0
36cd2e9eeedab2f9,coder_05,0,1,1,1,0,1
c9d6f1eca8cab79a,coder_05,0,1,1,1,0,0
1e4bf232dc0b61e2,coder_05,0,1,0,1,0,1
1e409631373c5f58,coder_05,1,1,0,1,0,1
5aff31c545df15f8,coder_05,0,1,0,1,1,1
89a23a01e4184c6c,coder_05,0,1,0,1,0,1
87fcb9b3c99f519a,coder_05,0,1,1,1,1,0
34550fe0892a0744,coder_05,0,1,1,1,0,0
8fb1b7b7087d0795,coder_05,0,1,0,1,0,0
292d5f2242d01b88,coder_05,0,1,0,1,1,0
95a224b8e545520b,coder_05,0,1,0,1,0,0
a5bf5d227a7ccdc3,coder_05,1,1,1,1,0,0
37554fcd9230a43e,coder_05,0,1,1,1,1,0
34319ba146838fe1,coder_05,1,1,0,1,0,1
a255d0bb9b85dcca,coder_05,0,1,0,1,0,0
6e1eea5cc6c1271b,coder_05,0,1,0,1,0,1
81c4b2a4006aaff0,coder_05,0,1,1,1,0,0
ee2fe95dfd99208e,coder_05,0,1,0,1,1,0
eb8f8392134d87e6,coder_05,0,1,0,1,0,0
99e8e9a6a6ab6773,coder_05,0,1,1,1,0,0
43f4caf2a6c50ac1,coder_05,0,1,0,1,0,0
df55704a494f6716,coder_05,0,1,0,1,0,1
a14753f2981f0a64,coder_05,0,1,0,1,0,0
ad516d7560cf85d2,coder_05,1,1,0,1,0,0
8ce68d41db6a63f7,coder_05,0,1,0,1,0,0
a93593403079284d,coder_05,0,1,0,1,0,0
02179e601a8b6759,coder_05,0,1,0,1,0,0
a130352847cefa08,coder_05,0,1,0,1,0,0
003e9e28e07099b1,coder_05,0,1,0,1,0,1
2197c216e2c6cd0c,coder_05,0,1,0,1,0,0
587e34bbcdef9442,coder_05,0,1,0,1,0,1
d52b6cf8ef3b4a62,coder_05,1,1,0,1,0,0
a93b8cdf1ecb82a7,coder_05,1,1,1,1,1,1
ec3444b55485bba5,coder_05,0,1,0,1,0,1
0f86d5d3ec97b8cc,coder_05,0,1,1,1,0,0
030978aa0e1a51a0,coder_05,0,1,0,1,0,1
d452265f06cabae0,coder_05,0,1,1,1,0,1
b4019d5acb466522,coder_05,0,1,0,1,1,1
95b10c65994e8a5c,coder_05,0,1,1,1,0,0
b78299b18bd704ab,coder_05,0,1,1,1,0,0
e3d2a7ce3ffb85a7,coder_05,0,1,0,1,1,1
44e1b2f91eeaab8a,coder_05,0,1,1,1,1,1
6b1ad46dd8b84357,coder_05,0,1,0,1,1,0
08a746c571990f26,coder_05,0,1,1,1,1,0
89259700a8431f59,coder_05,0,1,0,1,0,1
2b51ec0af4a944c4,coder_05,0,1,0,1,0,1
f4b0a80f11465680,coder_05,0,1,1,1,0,0
947a0f839c2880fc,coder_05,0,1,0,1,0,1
ae2a70482d759436,coder_05,0,1,0,1,1,0
ead8b10fec8ba81d,coder_05,0,1,0,1,0,0
157226c5db056386,coder_05,0,1,1,1,1,0
64804e8210de0e09,coder_05,0,1,0,1,0,0
e907ee7342d795be,coder_05,0,1,0,1,0,1
d37aeb384e0e6645,coder_05,0,1,0,1,0,0
de183aa703cfc176,coder_05,0,1,0,1,1,0
76e376ae80698235,coder_05,0,1,1,1,0,0
759ecc798b6c8129,coder_05,0,1,0,1,0,0
9f40ed971b70aff0,coder_05,0,1,1,1,1,1
a5dfe25af9c62ea6,coder_05,0,1,1,1,0,1
291b71ecfb5da047,coder_05,1,1,0,1,0,0
b316776b79830b28,coder_05,0,1,0,1,0,0
1803225cfd93e040,coder_05,0,1,1,1,0,0
8eea54e37936b266,coder_05,0,1,0,1,0,1
2a60d60c8e4ad553,coder_05,1,1,1,1,0,1
f42b9e6503bd9da8,coder_05,0,1,0,1,0,1
a6af5eb2b68c91a0,coder_05,0,1,0,1,0,0
24cc98c9f10b68d1,coder_05,0,1,0,1,0,1
0e72af0aacecd747,coder_05,0,1,1,1,0,0
0132861d036dd8fc,coder_05,0,1,1,1,0,0
82fce0bcbd272843,coder_05,0,1,0,1,0,1
633c2a3da82a6366,coder_05,0,1,1,1,1,1
7e8bc733bcaebccc,coder_05,1,1,1,1,0,0
b1844a6bf275e2ba,coder_05,1,1,0,1,0,1
abe03cc56c7a33ec,coder_05,0,1,0,1,0,1
526e972a161b57e8,coder_05,0,1,1,1,0,0
a23b38d249b450d9,coder_05,0,1,1,1,0,0
9b08aca7358e6c91,coder_05,1,1,1,1,1,0
a21687854ada7fcd,coder_05,0,1,1,1,0,1
a643ddbae76fab0f,coder_05,0,1,0,0,0,0
45412b48bd2b0dcf,coder_05,0,1,0,1,0,0
ed3bd9bbfc466f8a,coder_05,0,1,0,1,0,0
77e96e084642b034,coder_05,0,1,1,1,1,0
69e602815e0737e1,coder_05,1,1,0,1,0,1
8cbcb667cb69f7c7,coder_05,0,1,0,1,1,1
8ca9605024cde9a9,coder_05,0,1,1,1,0,0
72345b764fb7f8a8,coder_05,0,1,0,1,0,1
34ef3f4b24e4e9c6,coder_05,0,1,0,1,0,1
fd375070eaa192cc,coder_05,0,1,0,1,0,1
50bafa1f7c36006b,coder_05,0,1,0,1,0,0
f0fb0fc73ee286eb,coder_05,0,1,1,1,0,0
f6be6787d958c833,coder_05,1,1,0,1,1,1
54156a058122ab69,coder_05,1,1,0,1,1,0
4e14a7bfd5fa01e8,coder_05,0,1,0,1,1,0
ecc60c04ef384ffc,coder_05,1,1,1,1,1,0
243fab856fcb9106,coder_05,0,1,0,1,1,0
7d36851bffd630df,coder_05,0,1,0,1,0,1
ee484523615422f9,coder_05,0,1,0,1,1,0
2210cdda65f5d08c,coder_05,0,1,1,1,0,0
36848bf459bdb499,coder_05,0,1,0,1,0,0
42224234d4ca120e,coder_05,0,1,0,1,0,1
3a3c35b6f07ebd31,coder_05,0,1,1,1,0,1
4e1d9543d5d7b9ba,coder_05,0,1,0,1,1,0
fa77ad0329820aa5,coder_05,0,1,1,1,0,0
2739ca5537423553,coder_05,0,1,0,1,0,0
3f152b759ba2fd96,coder_05,0,1,0,0,0,1
6a90d86d269f1619,coder_05,0,1,1,1,1,0
28b21bf9b8dec819,coder_05,0,1,1,1,0,0
432fc4506e697735,coder_05,0,1,0,1,0,1
5033b7996afdf1e5,coder_05,0,1,1,1,0,0
9bdcba3d101287e4,coder_05,0,1,0,1,0,0
18988ed7ed381340,coder_05,0,1,1,1,0,1
7ec67badf1311a4d,coder_05,0,1,0,1,0,0
43a986242eeb1cab,coder_05,0,1,1,1,0,0
c449e9c8464460a7,coder_05,0,1,0,1,0,0
c35789d29e1c9c3e,coder_05,0,1,1,1,1,1
3509b5e0cd4e3127,coder_05,0,1,1,1,0,0
983255136f15f5d4,coder_05,0,1,1,1,0,0
e51c730bac31abd0,coder_05,0,1,0,1,0,0
7bbacd8b61d398c7,coder_05,0,1,0,1,0,0
12a3d84c816f73f6,coder_05,0,1,0,1,0,1
bcd89f044345835d,coder_05,0,1,1,1,0,0
947b35783713ae0e,coder_05,0,1,0,1,0,0
bbd67263aa0df3cf,coder_05,0,1,0,1,0,1
61717df242dbef8a,coder_05,0,1,0,1,1,0
975afdc14dbfd822,coder_05,0,1,1,1,0,1
1e5835047db558cf,coder_05,0,1,0,1,0,0
3d00214f2166e6f5,coder_05,0,1,0,1,0,1
657c38035ab9803a,coder_05,0,1,0,1,0,0
e04f61cb06445da8,coder_05,0,1,0,1,0,1
57883d5f991508e0,coder_05,0,1,0,1,1,0
845d294de551e8ea,coder_05,0,1,1,1,0,0
b761c69ddb1912ae,coder_05,0,1,1,1,0,1
4dd20ab2c4d5a252,coder_05,0,1,0,1,0,0
d7be4082c007d3d3,coder_05,0,1,0,0,1,1
a077edc8091473af,coder_05,1,1,0,1,0,1
10967c36bf1c2575,coder_06,0,1,0,1,1,0
8a0c01693a06078e,coder_06,0,1,1,1,1,0
6b74a4410b565773,coder_06,0,1,0,0,1,0
80d2dc8fa02b035b,coder_06,0,1,0,0,0,1
e1c011e1c5824e2b,coder_06,0,1,0,1,1,1
595ae6c2ab317dd3,coder_06,0,1,0,1,1,0
f18e70af293c09d8,coder_06,0,1,0,1,1,0
ecfca42fecaa5dd8,coder_06,0,1,1,1,1,1
af424282153ec41c,coder_06,0,1,1,1,1,0
10c95b2b8ff1ace0,coder_06,0,1,0,0,1,0
4304de03891fe91e,coder_06,0,1,1,1,1,0
a00eec23dece34e7,coder_06,0,1,1,1,1,0
7e367c1c14cbf662,coder_06,0,1,1,1,1,0
7da7e72218c1dd7e,coder_06,0,0,0,0,0,0
fae669db48c269d1,coder_06,0,1,0,1,0,0
36cd2e9eeedab2f9,coder_06,0,1,0,1,1,1
c9d6f1eca8cab79a,coder_06,0,1,1,1,1,0
1e4bf232dc0b61e2,coder_06,0,1,0,1,1,1
1e409631373c5f58,coder_06,1,1,0,0,1,1
5aff31c545df15f8,coder_06,0,1,0,1,1,1
89a23a01e4184c6c,coder_06,0,1,0,1,1,1
87fcb9b3c99f519a,coder_06,0,1,0,1,1,0
34550fe0892a0744,coder_06,0,1,1,1,1,0
8fb1b7b7087d0795,coder_06,0,1,0,1,1,0
292d5f2242d01b88,coder_06,0,1,0,0,1,0
95a224b8e545520b,coder_06,0,1,0,0,1,0
a5bf5d227a7ccdc3,coder_06,1,1,1,1,1,0
37554fcd9230a43e,coder_06,0,1,1,1,1,1
34319ba146838fe1,coder_06,1,1,1,1,1,1
a255d0bb9b85dcca,coder_06,0,1,1,0,1,0
6e1eea5cc6c1271b,coder_06,0,1,0,0,1,1
81c4b2a4006aaff0,coder_06,0,1,1,1,1,0
ee2fe95dfd99208e,coder_06,0,1,0,0,1,0
eb8f8392134d87e6,coder_06,0,1,0,1,1,0
99e8e9a6a6ab6773,coder_06,0,1,1,0,1,1
43f4caf2a6c50ac1,coder_06,0,1,0,1,1,0
df55704a494f6716,coder_06,0,1,1,1,1,1
a14753f2981f0a64,coder_06,0,1,0,1,1,0
ad516d7560cf85d2,coder_06,1,1,0,1,1,0
8ce68d41db6a63f7,coder_06,0,1,0,1,1,0
a93593403079284d,coder_06,0,1,0,1,1,0
02179e601a8b6759,coder_06,0,1,0,0,1,0
a130352847cefa08,coder_06,0,1,0,1,1,0
003e9e28e07099b1,coder_06,0,1,0,1,0,1
2197c216e2c6cd0c,coder_06,0,1,0,1,1,0
587e34bbcdef9442,coder_06,0,1,0,1,1,1
d52b6cf8ef3b4a62,coder_06,1,1,0,1,1,0
a93b8cdf1ecb82a7,coder_06,1,1,1,1,1,1
ec3444b55485bba5,coder_06,0,1,0,0,1,1
0f86d5d3ec97b8cc,coder_06,0,1,0,1,1,0
030978aa0e1a51a0,coder_06,0,1,0,1,1,1
d452265f06cabae0,coder_06,0,1,1,1,1,1
b4019d5acb466522,coder_06,0,1,0,1,1,1
95b10c65994e8a5c,coder_06,0,1,1,0,1,0
b78299b18bd704ab,coder_06,0,1,0,1,1,0
e3d2a7ce3ffb85a7,coder_06,0,1,0,1,1,1
44e1b2f91eeaab8a,coder_06,0,1,0,1,1,1
6b1ad46dd8b84357,coder_06,0,1,0,1,1,0
08a746c571990f26,coder_06,0,1,1,1,1,0
89259700a8431f59,coder_06,0,1,0,1,1,1
2b51ec0af4a944c4,coder_06,0,1,0,1,1,1
f4b0a80f11465680,coder_06,0,1,1,1,1,0
947a0f839c2880fc,coder_06,0,1,0,1,1,1
ae2a70482d759436,coder_06,0,1,0,1,1,0
ead8b10fec8ba81d,coder_06,0,1,0,1,1,0
157226c5db056386,coder_06,0,1,0,1,1,0
64804e8210de0e09,coder_06,0,1,0,1,1,0
e907ee7342d795be,coder_06,0,1,0,1,1,1
d37aeb384e0e6645,coder_06,0,1,0,1,1,0
de183aa703cfc176,coder_06,0,1,0,1,1,0
76e376ae80698235,coder_06,0,1,1,1,1,0
759ecc798b6c8129,coder_06,0,1,0,1,1,0
9f40ed971b70aff0,coder_06,0,1,1,1,1,1
a5dfe25af9c62ea6,coder_06,0,1,0,1,1,1
291b71ecfb5da047,coder_06,1,1,0,0,1,0
b316776b79830b28,coder_06,0,1,0,1,1,0
1803225cfd93e040,coder_06,0,1,1,1,1,0
8eea54e37936b266,coder_06,0,1,0,1,1,1
2a60d60c8e4ad553,coder_06,1,1,1,1,1,1
f42b9e6503bd9da8,coder_06,0,1,0,1,1,1
a6af5eb2b68c91a0,coder_06,0,1,0,1,1,0
24cc98c9f10b68d1,coder_06,0,1,0,1,1,1
0e72af0aacecd747,coder_06,0,1,0,0,1,0
0132861d036dd8fc,coder_06,0,1,0,1,1,0
82fce0bcbd272843,coder_06,0,1,0,1,1,1
633c2a3da82a6366,coder_06,0,1,1,1,1,1
7e8bc733bcaebccc,coder_06,1,1,0,1,0,0
b1844a6bf275e2ba,coder_06,1,1,0,1,1,1
abe03cc56c7a33ec,coder_06,0,1,0,0,1,1
526e972a161b57e8,coder_06,0,1,1,1,1,0
a23b38d249b450d9,coder_06,0,1,1,1,1,0
9b08aca7358e6c91,coder_06,1,1,1,1,1,0
a21687854ada7fcd,coder_06,0,1,1,1,1,1
a643ddbae76fab0f,coder_06,0,1,0,0,1,0
45412b48bd2b0dcf,coder_06,0,1,0,1,1,0
ed3bd9bbfc466f8a,coder_06,0,1,0,0,1,0
77e96e084642b034,coder_06,0,1,1,1,1,0
69e602815e0737e1,coder_06,1,1,0,1,1,1
8cbcb667cb69f7c7,coder_06,0,1,0,1,1,1
8ca9605024cde9a9,coder_06,0,1,0,1,1,0
d2f0345cc5031445,coder_06,0,1,0,0,1,1
926d138bba90825b,coder_06,0,1,1,0,1,1
1fa3fddceffa6672,coder_06,0,1,0,1,0,0
12509e3309b20963,coder_06,0,1,0,0,1,0
7b5d6d64bd843684,coder_06,0,1,0,0,1,1
9bab814600ec5100,coder_06,1,1,0,0,1,1
8d779fcd1ff2659f,coder_06,0,1,0,1,1,0
a8bcf27c23afdf75,coder_06,0,1,0,0,0,1
79b3bd0e020b2843,coder_06,0,1,0,1,1,1
0f3a6e354ae5150b,coder_06,0,1,0,1,1,1
1850605ca29d4ba2,coder_06,0,1,0,0,1,0
151eb0230b93bf71,coder_06,0,1,1,0,0,0
8ce5a2462cc21b9b,coder_06,0,1,1,0,1,1
5ca290ff95cd9049,coder_06,0,1,0,1,1,0
112db47a929309a6,coder_06,0,1,0,0,0,0
a2c05e2dd1e83eb7,coder_06,0,1,1,0,0,0
321f3ff19a738c0b,coder_06,0,1,0,0,1,1
fad860b74802a828,coder_06,0,1,0,1,0,0
f90196a9a30a3c4c,coder_06,0,1,0,1,1,0
5b316aa22634c14e,coder_06,0,0,0,0,0,0
11b1952a55369329,coder_06,0,1,0,0,1,1
3830bcac7edb50df,coder_06,0,1,0,1,1,0
f261465dae53fac4,coder_06,0,1,0,1,1,1
54cce9c7d182f6ca,coder_06,0,1,0,1,1,0
fb243cccb0f5b94e,coder_06,0,1,0,1,1,1
7dd7081cc3995594,coder_06,0,1,1,1,1,1
cf2dff01dbd83722,coder_06,0,1,0,1,1,1
e8a9c1b19b4ecda9,coder_06,0,1,0,0,0,0
c4b4fc1b3bb97047,coder_06,0,1,0,1,1,1
5aad713b75ebb9c0,coder_06,0,1,0,1,1,0
beb86923741eb185,coder_06,0,1,0,1,1,1
67e74c5ef616796a,coder_06,0,1,0,0,1,1
842b288e772385c4,coder_06,0,1,0,1,1,0
05ad3ebb07b7321c,coder_06,0,1,0,0,1,1
86307c852003f85b,coder_06,0,1,0,0,1,0
fba423418a034246,coder_06,1,0,0,0,0,0
16146890efc6974d,coder_06,0,1,1,1,1,1
f5325f6d7943bfa8,coder_06,0,1,1,0,0,0
d7389c7994562d97,coder_06,0,1,0,1,1,1
1ff1a8f4ebbf47ba,coder_06,0,1,0,0,1,1
86984d0775a13017,coder_06,0,1,0,1,1,1
631d7503bcbc77ab,coder_06,0,1,1,0,1,1
44a6199c6fb8f6ea,coder_06,0,1,1,0,0,0
6ca5ce66732a8dec,coder_06,0,0,0,0,0,0
e5ba04f0cfd7463a,coder_06,0,1,0,0,1,0
48830d5c81389b33,coder_06,1,1,1,0,1,1
525a0a66b8dd2738,coder_06,0,1,1,0,0,0
ffbff2ebe1c32e41,coder_06,1,1,1,0,1,1
02c5abc2c6f12a13,coder_06,0,1,1,0,0,0
10967c36bf1c2575,coder_07,0,1,0,1,0,0
8a0c01693a06078e,coder_07,0,1,1,1,0,1
6b74a4410b565773,coder_07,0,1,0,1,0,0
80d2dc8fa02b035b,coder_07,0,1,0,0,0,1
e1c011e1c5824e2b,coder_07,0,1,0,0,0,1
595ae6c2ab317dd3,coder_07,0,1,0,1,0,0
f18e70af293c09d8,coder_07,0,1,0,1,0,0
ecfca42fecaa5dd8,coder_07,0,1,1,0,0,1
af424282153ec41c,coder_07,0,1,0,0,0,0
10c95b2b8ff1ace0,coder_07,0,1,0,1,0,0
4304de03891fe91e,coder_07,0,1,0,0,0,0
a00eec23dece34e7,coder_07,0,1,0,1,0,0
7e367c1c14cbf662,coder_07,0,1,1,1,0,0
7da7e72218c1dd7e,coder_07,0,0,0,0,0,0
fae669db48c269d1,coder_07,0,0,0,0,0,0
36cd2e9eeedab2f9,coder_07,0,1,0,1,0,1
c9d6f1eca8cab79a,coder_07,0,1,1,1,0,0
1e4bf232dc0b61e2,coder_07,0,1,0,1,0,1
1e409631373c5f58,coder_07,1,1,0,0,0,1
5aff31c545df15f8,coder_07,0,1,0,0,1,1
89a23a01e4184c6c,coder_07,0,1,0,0,0,1
87fcb9b3c99f519a,coder_07,0,1,0,1,0,0
34550fe0892a0744,coder_07,0,1,1,0,0,0
8fb1b7b7087d0795,coder_07,0,1,0,1,0,0
292d5f2242d01b88,coder_07,0,1,0,0,1,0
95a224b8e545520b,coder_07,0,1,0,1,0,0
a5bf5d227a7ccdc3,coder_07,1,1,1,1,0,0
37554fcd9230a43e,coder_07,0,1,1,1,0,1
34319ba146838fe1,coder_07,1,1,0,1,0,1
a255d0bb9b85dcca,coder_07,0,1,0,0,0,0
6e1eea5cc6c1271b,coder_07,0,1,0,1,0,1
81c4b2a4006aaff0,coder_07,0,1,1,1,0,1
ee2fe95dfd99208e,coder_07,0,1,0,1,0,0
eb8f8392134d87e6,coder_07,0,1,0,0,0,0
99e8e9a6a6ab6773,coder_07,0,1,1,1,0,0
43f4caf2a6c50ac1,coder_07,0,1,0,1,0,0
df55704a494f6716,coder_07,0,1,0,1,0,1
a14753f2981f0a64,coder_07,0,1,0,0,0,0
ad516d7560cf85d2,coder_07,1,1,0,0,0,0
8ce68d41db6a63f7,coder_07,0,1,0,1,0,0
a93593403079284d,coder_07,0,1,0,1,0,0
02179e601a8b6759,coder_07,0,1,0,0,0,0
a130352847cefa08,coder_07,0,1,0,1,0,0
003e9e28e07099b1,coder_07,0,1,0,1,0,1
2197c216e2c6cd0c,coder_07,0,1,0,1,0,0
587e34bbcdef9442,coder_07,0,1,0,1,0,1
d52b6cf8ef3b4a62,coder_07,1,1,0,1,0,0
a93b8cdf1ecb82a7,coder_07,1,1,1,1,1,1
ec3444b55485bba5,coder_07,0,1,0,1,0,1
0f86d5d3ec97b8cc,coder_07,0,1,0,0,0,0
030978aa0e1a51a0,coder_07,0,1,0,0,0,1
d452265f06cabae0,coder_07,0,1,1,1,0,1
b4019d5acb466522,coder_07,0,1,0,1,0,1
95b10c65994e8a5c,coder_07,0,1,1,0,0,0
b78299b18bd704ab,coder_07,0,1,0,0,0,0
e3d2a7ce3ffb85a7,coder_07,0,1,0,1,1,1
44e1b2f91eeaab8a,coder_07,0,1,0,1,1,1
6b1ad46dd8b84357,coder_07,0,1,0,1,1,0
08a746c571990f26,coder_07,0,1,1,1,1,0
89259700a8431f59,coder_07,0,1,0,0,0,1
2b51ec0af4a944c4,coder_07,0,1,0,1,0,1
f4b0a80f11465680,coder_07,0,1,1,1,0,0
947a0f839c2880fc,coder_07,0,1,0,0,0,1
ae2a70482d759436,coder_07,0,1,0,1,0,0
ead8b10fec8ba81d,coder_07,0,1,0,1,0,0
157226c5db056386,coder_07,0,1,0,0,1,0
64804e8210de0e09,coder_07,0,1,0,0,0,0
e907ee7342d795be,coder_07,0,1,0,1,0,1
d37aeb384e0e6645,coder_07,0,1,0,0,0,0
de183aa703cfc176,coder_07,0,1,0,0,1,0
76e376ae80698235,coder_07,0,1,1,1,0,0
759ecc798b6c8129,coder_07,0,1,0,0,0,0
9f40ed971b70aff0,coder_07,0,1,1,1,0,1
a5dfe25af9c62ea6,coder_07,0,1,0,0,0,1
